source_kind,source_path,mode,config,task,successes,trials,initial_eval_seed,episode_seeds,validation
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/FBFM/demo_randomized/put_object_cabinet/client/stseed-10000/metrics/put_object_cabinet/res.json,FBFM,demo_randomized,put_object_cabinet,1,4,10000,10051;10057;10085;10104,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/FBFM/demo_randomized/stack_blocks_two/client/stseed-10000/metrics/stack_blocks_two/res.json,FBFM,demo_randomized,stack_blocks_two,5,7,10000,10000;10001;10002;10003;10005;10006;10007,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_clean/put_bottles_dustbin/client/stseed-10000/metrics/put_bottles_dustbin/res.json,NONE,demo_clean,put_bottles_dustbin,0,1,10000,10000,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_clean/stack_blocks_three/client/stseed-10000/metrics/stack_blocks_three/res.json,NONE,demo_clean,stack_blocks_three,1,2,10000,10000;10001,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_clean/stack_bowls_three/client/stseed-10000/metrics/stack_bowls_three/res.json,NONE,demo_clean,stack_bowls_three,3,3,10000,10001;10002;10003,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_randomized/open_microwave/client/stseed-10000/metrics/open_microwave/res.json,NONE,demo_randomized,open_microwave,1,1,10000,10000,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_randomized/put_bottles_dustbin/client/stseed-10000/metrics/put_bottles_dustbin/res.json,NONE,demo_randomized,put_bottles_dustbin,1,1,10000,10000,ok
main,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_accel_12gpu_20260728_a116e48/runs/NONE/demo_randomized/stack_blocks_three/client/stseed-10000/metrics/stack_blocks_three/res.json,NONE,demo_randomized,stack_blocks_three,0,1,10000,10000,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/handover_block/eval-seed-1/client/stseed-20000/metrics/handover_block/res.json,FBFM,demo_clean,handover_block,1,2,20000,20000;20001,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/handover_block/eval-seed-2/client/stseed-30000/metrics/handover_block/res.json,FBFM,demo_clean,handover_block,0,1,30000,30000,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/handover_block/eval-seed-3/client/stseed-40000/metrics/handover_block/res.json,FBFM,demo_clean,handover_block,0,1,40000,40000,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/place_bread_basket/eval-seed-1/client/stseed-20000/metrics/place_bread_basket/res.json,FBFM,demo_clean,place_bread_basket,2,3,20000,20000;20001;20002,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/place_bread_basket/eval-seed-2/client/stseed-30000/metrics/place_bread_basket/res.json,FBFM,demo_clean,place_bread_basket,2,3,30000,30000;30001;30002,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/place_object_basket/eval-seed-1/client/stseed-20000/metrics/place_object_basket/res.json,FBFM,demo_clean,place_object_basket,2,3,20000,20002;20004;20005,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/put_object_cabinet/eval-seed-1/client/stseed-20000/metrics/put_object_cabinet/res.json,FBFM,demo_clean,put_object_cabinet,3,4,20000,20000;20025;20036;20042,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_clean/put_object_cabinet/eval-seed-2/client/stseed-30000/metrics/put_object_cabinet/res.json,FBFM,demo_clean,put_object_cabinet,1,2,30000,30010;30023,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/handover_block/eval-seed-1/client/stseed-20000/metrics/handover_block/res.json,FBFM,demo_randomized,handover_block,0,1,20000,20000,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/handover_block/eval-seed-2/client/stseed-30000/metrics/handover_block/res.json,FBFM,demo_randomized,handover_block,0,1,30000,30000,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/put_object_cabinet/eval-seed-1/client/stseed-20000/metrics/put_object_cabinet/res.json,FBFM,demo_randomized,put_object_cabinet,3,4,20000,20035;20045;20046;20047,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/put_object_cabinet/eval-seed-2/client/stseed-30000/metrics/put_object_cabinet/res.json,FBFM,demo_randomized,put_object_cabinet,4,4,30000,30003;30005;30006;30009,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/stack_blocks_two/eval-seed-1/client/stseed-20000/metrics/stack_blocks_two/res.json,FBFM,demo_randomized,stack_blocks_two,1,2,20000,20000;20001,ok
shard,/mnt/project_eai_hs/zrm2/FBFM/wam/lingbot-va/robotwin_outputs/formal_under900_shards_20260729_a116e48/runs/FBFM/demo_randomized/stack_blocks_two/eval-seed-2/client/stseed-30000/metrics/stack_blocks_two/res.json,FBFM,demo_randomized,stack_blocks_two,4,4,30000,30000;30001;30002;30003,ok
