task,trial_id,wave_id,branch_action_step,fresh_action_values,cache_branch_action_rms,repeat_floor_action_rms,signal_to_repeat_ratio,rtc_cache_conditioned_action_sha256,fbfm_cache_conditioned_action_sha256,invariant_status
adjust_bottle,20,0,16,256,0.0048235272988677025,0.000870474090334028,5.541264642370647,437dc9793391f5c8f11f817bac586d41ee58673db1998cc1e67e77a0b45c422c,95739d1ce654b28c7a78e248334109d0b5b1a537d6d264b080a64faf9bfb7c54,passed
adjust_bottle,20,1,32,256,0.003438557032495737,0.0008219543378800154,4.18339179444501,496a0c8c1bd563caa81237b95ee67dd0aa646564491a6f2999d91e37354f19df,13e7fffbcddbcf91bf2d5db8ef0856201b063b3cee444c716c1cbacd05c8fac9,passed
adjust_bottle,21,0,16,256,0.006938840728253126,0.000982934725470841,7.059309787767763,0bc62ac444b178a8efdb3f7d7ceff9bfda76e388f62cef89874359a956c10958,47f49f162be8efc91da5fb4474f0d0ea84eed183f9e244a8343df039210024ea,passed
adjust_bottle,21,1,32,256,0.008411763235926628,0.0014720713952556252,5.714235914804883,bb7527e5f8dc96799816ac0478f7a0f33acc813eb4efd26de31fb83126aaf855,f0528e00b0e7ce5b5763d598619eef72f2c7701a64b2f5b4e084b2dd8e414634,passed
pick_diverse_bottles,20,0,16,256,0.008387887850403786,0.001389042241498828,6.0386125056592554,107584836154b3afc35697499c6a5b82059c57a8ea63bbb2afae8e73f7da8291,321b936e5c02ddc395ae6f170b5ebbf18097d66b4ffeea2ce7aa80440728041a,passed
pick_diverse_bottles,20,1,32,256,0.014995292760431767,0.0015808503376320004,9.485586588097663,68a05a75a29cfa437d42871956ac8e7d2bae40c8abbcf89c9ff66a7a6e12a02e,11f4f45d7b9225e98e5173bd3eae13df7c852dc6a86d1984ae25601fc6e908ec,passed
pick_diverse_bottles,21,0,16,256,0.008350316435098648,0.0012354761129245162,6.758784202903344,f3ae9a7abdbc95c92ab59d621835ae8733b7dbafd0dfb585b0d5e7e1b67c0928,67ae48da4e26358ceb59da47f6271523d21fad52e1ad5d93aca2eed56c680b42,passed
pick_diverse_bottles,21,1,32,256,0.015853160992264748,0.0012872695224359632,12.315339341107864,fa821f1635180f1182e6dbd7e2258e204fda0f83f680af4f82eef0d8a1924ca9,1ed728b911110f2b0bb2836f15ef11985856c5d19e6b5f9c8cee64339c3384f4,passed
