task,trial_id,wave_id,denoising_solver_step,cache_branch_velocity_rms,repeat_floor_velocity_rms
adjust_bottle,21,0,31,0.009981345385313034,0.004801890347152948
adjust_bottle,21,0,32,0.010805380530655384,0.005618230439722538
adjust_bottle,21,0,33,0.010059415362775326,0.005412621423602104
adjust_bottle,21,0,34,0.01118353009223938,0.005480386316776276
adjust_bottle,21,0,35,0.012389382347464561,0.006584058050066233
adjust_bottle,21,0,36,0.012136227451264858,0.006469592917710543
adjust_bottle,21,0,37,0.011252610012888908,0.006786851212382317
adjust_bottle,21,0,38,0.011532578617334366,0.006325270980596542
adjust_bottle,21,0,39,0.01243318896740675,0.006429431028664112
adjust_bottle,21,0,40,0.012299753725528717,0.007574318442493677
adjust_bottle,21,0,41,0.013485484756529331,0.009073061868548393
adjust_bottle,21,0,42,0.014722450636327267,0.009149900637567043
adjust_bottle,21,0,43,0.016496283933520317,0.00926498044282198
adjust_bottle,21,0,44,0.019284425303339958,0.011102519929409027
adjust_bottle,21,0,45,0.021813523024320602,0.014248141087591648
adjust_bottle,21,0,46,0.02536117285490036,0.01729157380759716
adjust_bottle,21,0,47,0.031403735280036926,0.022673141211271286
adjust_bottle,21,0,48,0.04602481424808502,0.027834108099341393
adjust_bottle,21,0,49,0.08750427514314651,0.04832321032881737
adjust_bottle,21,0,50,0.036938074976205826,0.025528591126203537
adjust_bottle,21,1,0,0.010684781707823277,0.0
adjust_bottle,21,1,1,0.009886691346764565,0.0026865219697356224
adjust_bottle,21,1,2,0.010175111703574657,0.002838027197867632
adjust_bottle,21,1,3,0.009989917278289795,0.003408019430935383
adjust_bottle,21,1,4,0.010422464460134506,0.003367600031197071
adjust_bottle,21,1,5,0.010060517117381096,0.003225666703656316
adjust_bottle,21,1,6,0.010104638524353504,0.0038716658018529415
adjust_bottle,21,1,7,0.009881572797894478,0.0031674255151301622
adjust_bottle,21,1,8,0.009785585105419159,0.0030665374360978603
adjust_bottle,21,1,9,0.010469639673829079,0.0029946709983050823
adjust_bottle,21,1,10,0.010281206108629704,0.0036723806988447905
adjust_bottle,21,1,11,0.01032444927841425,0.0034668126609176397
adjust_bottle,21,1,12,0.010598739609122276,0.0035012541338801384
adjust_bottle,21,1,13,0.010260580107569695,0.00355818634852767
adjust_bottle,21,1,14,0.01087571494281292,0.0028425229247659445
adjust_bottle,21,1,15,0.010696174576878548,0.003985701594501734
adjust_bottle,21,1,16,0.010793833062052727,0.003471083240583539
adjust_bottle,21,1,17,0.011144082993268967,0.003405054798349738
adjust_bottle,21,1,18,0.011878852732479572,0.0034225317649543285
adjust_bottle,21,1,19,0.011597930453717709,0.0031609204597771168
adjust_bottle,21,1,20,0.012034853920340538,0.004742301069200039
adjust_bottle,21,1,21,0.012446155771613121,0.004140022210776806
adjust_bottle,21,1,22,0.012085727415978909,0.003988221753388643
adjust_bottle,21,1,23,0.01296604797244072,0.004264642018824816
adjust_bottle,21,1,24,0.01287198718637228,0.004220303613692522
adjust_bottle,21,1,25,0.012815075926482677,0.003889517392963171
adjust_bottle,21,1,26,0.012651650235056877,0.004583674483001232
adjust_bottle,21,1,27,0.014136108569800854,0.004545449744910002
adjust_bottle,21,1,28,0.013661126606166363,0.004265930037945509
adjust_bottle,21,1,29,0.014576302841305733,0.004461951553821564
adjust_bottle,21,1,30,0.015103484503924847,0.004595431033521891
adjust_bottle,21,1,31,0.01508521568030119,0.004627597518265247
adjust_bottle,21,1,32,0.015289030969142914,0.004591824486851692
adjust_bottle,21,1,33,0.015487637370824814,0.005512716714292765
adjust_bottle,21,1,34,0.01575373485684395,0.005515288561582565
adjust_bottle,21,1,35,0.01648811809718609,0.005655656103044748
adjust_bottle,21,1,36,0.015713470056653023,0.006188408005982637
adjust_bottle,21,1,37,0.016653206199407578,0.005868988111615181
adjust_bottle,21,1,38,0.017849210649728775,0.006712774746119976
adjust_bottle,21,1,39,0.017983321100473404,0.006793597713112831
adjust_bottle,21,1,40,0.020046619698405266,0.007588137872517109
adjust_bottle,21,1,41,0.021053191274404526,0.008131052367389202
adjust_bottle,21,1,42,0.022064609453082085,0.008801832795143127
adjust_bottle,21,1,43,0.022892924025654793,0.009918159805238247
adjust_bottle,21,1,44,0.02785404957830906,0.012670159339904785
adjust_bottle,21,1,45,0.03211276978254318,0.010340377688407898
adjust_bottle,21,1,46,0.035061728209257126,0.013708158396184444
adjust_bottle,21,1,47,0.05421385541558266,0.020066149532794952
adjust_bottle,21,1,48,0.07557705044746399,0.02530989795923233
adjust_bottle,21,1,49,0.12137933075428009,0.05392492190003395
adjust_bottle,21,1,50,0.07286623865365982,0.05078842118382454
pick_diverse_bottles,20,0,0,0.009900541044771671,0.0
pick_diverse_bottles,20,0,1,0.009712472558021545,0.0
pick_diverse_bottles,20,0,2,0.009534900076687336,0.0
pick_diverse_bottles,20,0,3,0.010236553847789764,0.0
pick_diverse_bottles,20,0,4,0.009914851747453213,0.002747408114373684
pick_diverse_bottles,20,0,5,0.009949220344424248,0.0035198829136788845
pick_diverse_bottles,20,0,6,0.01032344065606594,0.004196748603135347
pick_diverse_bottles,20,0,7,0.009849797934293747,0.0036025801673531532
pick_diverse_bottles,20,0,8,0.010218295268714428,0.0026298044249415398
pick_diverse_bottles,20,0,9,0.010623467154800892,0.0032419569324702024
pick_diverse_bottles,20,0,10,0.010049455799162388,0.003446809947490692
pick_diverse_bottles,20,0,11,0.009585431776940823,0.002396021969616413
pick_diverse_bottles,20,0,12,0.010139526799321175,0.003020708216354251
pick_diverse_bottles,20,0,13,0.009930605068802834,0.0028756107203662395
pick_diverse_bottles,20,0,14,0.010282918810844421,0.0035318189766258
pick_diverse_bottles,20,0,15,0.010521293617784977,0.003039115807041526
pick_diverse_bottles,20,0,16,0.01040374394506216,0.0035665216855704784
pick_diverse_bottles,20,0,17,0.010579020716249943,0.003896120935678482
pick_diverse_bottles,20,0,18,0.010559395886957645,0.003906069789081812
pick_diverse_bottles,20,0,19,0.010509521700441837,0.002939285011962056
pick_diverse_bottles,20,0,20,0.010877772234380245,0.0036238585598766804
pick_diverse_bottles,20,0,21,0.011045806109905243,0.004103731829673052
pick_diverse_bottles,20,0,22,0.009994307532906532,0.004109990783035755
pick_diverse_bottles,20,0,23,0.010863224044442177,0.004539896734058857
pick_diverse_bottles,20,0,24,0.011732306331396103,0.00457069231197238
pick_diverse_bottles,20,0,25,0.011686350218951702,0.004982479847967625
pick_diverse_bottles,20,0,26,0.01180715300142765,0.004378362093120813
pick_diverse_bottles,20,0,27,0.012576337903738022,0.0044467332772910595
pick_diverse_bottles,20,0,28,0.011819468811154366,0.004602605011314154
pick_diverse_bottles,20,0,29,0.0128012141212821,0.004842317663133144
pick_diverse_bottles,20,0,30,0.011917109601199627,0.004868169315159321
pick_diverse_bottles,20,0,31,0.012232422828674316,0.005042413715273142
pick_diverse_bottles,20,0,32,0.012188156135380268,0.005888734012842178
pick_diverse_bottles,20,0,33,0.012608004733920097,0.005507799331098795
pick_diverse_bottles,20,0,34,0.013115779496729374,0.005844128783792257
pick_diverse_bottles,20,0,35,0.012981408275663853,0.005313287954777479
pick_diverse_bottles,20,0,36,0.014116154052317142,0.006631419528275728
pick_diverse_bottles,20,0,37,0.012802164070308208,0.005506753455847502
pick_diverse_bottles,20,0,38,0.014764578081667423,0.006548035424202681
pick_diverse_bottles,20,0,39,0.015261935070157051,0.007434724830091
pick_diverse_bottles,20,0,40,0.016726596280932426,0.00798119232058525
pick_diverse_bottles,20,0,41,0.018474549055099487,0.007900879718363285
pick_diverse_bottles,20,0,42,0.01664370857179165,0.008401675149798393
pick_diverse_bottles,20,0,43,0.019426608458161354,0.009547170251607895
pick_diverse_bottles,20,0,44,0.023031214252114296,0.010640475898981094
pick_diverse_bottles,20,0,45,0.024578476324677467,0.01230222824960947
pick_diverse_bottles,20,0,46,0.02859986387193203,0.01596728526055813
pick_diverse_bottles,20,0,47,0.03344215825200081,0.01880369335412979
pick_diverse_bottles,20,0,48,0.04860496148467064,0.02486584521830082
pick_diverse_bottles,20,0,49,0.0850960835814476,0.057589977979660034
pick_diverse_bottles,20,0,50,0.055240824818611145,0.03057396225631237
pick_diverse_bottles,20,1,0,0.01939137652516365,0.0
pick_diverse_bottles,20,1,1,0.01912863366305828,0.0030444057192653418
pick_diverse_bottles,20,1,2,0.019091913476586342,0.0037220187950879335
pick_diverse_bottles,20,1,3,0.019693337380886078,0.002792462706565857
pick_diverse_bottles,20,1,4,0.01855824701488018,0.0031886580400168896
pick_diverse_bottles,20,1,5,0.018537139520049095,0.003083899151533842
pick_diverse_bottles,20,1,6,0.01917065680027008,0.003161470405757427
pick_diverse_bottles,20,1,7,0.019143957644701004,0.0034649381414055824
pick_diverse_bottles,20,1,8,0.018886573612689972,0.0036778587382286787
pick_diverse_bottles,20,1,9,0.019387470558285713,0.0036233600694686174
pick_diverse_bottles,20,1,10,0.020066719502210617,0.00387360667809844
pick_diverse_bottles,20,1,11,0.020375892519950867,0.0036990626249462366
pick_diverse_bottles,20,1,12,0.019832013174891472,0.003472615033388138
pick_diverse_bottles,20,1,13,0.020547091960906982,0.0033525784965604544
pick_diverse_bottles,20,1,14,0.019779978320002556,0.00430431729182601
pick_diverse_bottles,20,1,15,0.02013203129172325,0.0040031662210822105
pick_diverse_bottles,20,1,16,0.020573817193508148,0.004186014644801617
pick_diverse_bottles,20,1,17,0.020974192768335342,0.0038645726162940264
pick_diverse_bottles,20,1,18,0.021070942282676697,0.004604597110301256
pick_diverse_bottles,20,1,19,0.02102973684668541,0.004372581839561462
pick_diverse_bottles,20,1,20,0.02157803252339363,0.0042268927209079266
pick_diverse_bottles,20,1,21,0.020920291543006897,0.0042953831143677235
pick_diverse_bottles,20,1,22,0.020848993211984634,0.004679898265749216
pick_diverse_bottles,20,1,23,0.021306805312633514,0.00444866344332695
pick_diverse_bottles,20,1,24,0.020884506404399872,0.0050896694883704185
pick_diverse_bottles,20,1,25,0.02145451307296753,0.004286803305149078
pick_diverse_bottles,20,1,26,0.020911145955324173,0.0047636572271585464
pick_diverse_bottles,20,1,27,0.02147112973034382,0.005288535263389349
pick_diverse_bottles,20,1,28,0.02119160257279873,0.0048389192670583725
pick_diverse_bottles,20,1,29,0.02213769033551216,0.005751920863986015
pick_diverse_bottles,20,1,30,0.021546224132180214,0.005941884126514196
pick_diverse_bottles,20,1,31,0.021084729582071304,0.005311642307788134
pick_diverse_bottles,20,1,32,0.021751776337623596,0.005808411166071892
pick_diverse_bottles,20,1,33,0.02202644757926464,0.005561477970331907
pick_diverse_bottles,20,1,34,0.022392310202121735,0.006110135465860367
pick_diverse_bottles,20,1,35,0.02253444492816925,0.006537937093526125
pick_diverse_bottles,20,1,36,0.02315187267959118,0.007395870517939329
pick_diverse_bottles,20,1,37,0.023718861863017082,0.007777032908052206
pick_diverse_bottles,20,1,38,0.02389107085764408,0.008026188239455223
pick_diverse_bottles,20,1,39,0.024701563641428947,0.007634622510522604
pick_diverse_bottles,20,1,40,0.025591202080249786,0.009172928519546986
pick_diverse_bottles,20,1,41,0.026457255706191063,0.0102723129093647
pick_diverse_bottles,20,1,42,0.026433328166604042,0.01084126252681017
pick_diverse_bottles,20,1,43,0.02666240744292736,0.011521859094500542
pick_diverse_bottles,20,1,44,0.029448252171278,0.013812985271215439
pick_diverse_bottles,20,1,45,0.030049776658415794,0.01269207987934351
pick_diverse_bottles,20,1,46,0.036610573530197144,0.014803593046963215
pick_diverse_bottles,20,1,47,0.042640816420316696,0.01968817599117756
pick_diverse_bottles,20,1,48,0.05958031117916107,0.02909391187131405
pick_diverse_bottles,20,1,49,0.10047616064548492,0.053935084491968155
pick_diverse_bottles,20,1,50,0.08109469711780548,0.04599859565496445
pick_diverse_bottles,21,0,0,0.00983169674873352,0.0
pick_diverse_bottles,21,0,1,0.00909113697707653,0.0
pick_diverse_bottles,21,0,2,0.009644322097301483,0.0
pick_diverse_bottles,21,0,3,0.009781844913959503,0.0035897172056138515
pick_diverse_bottles,21,0,4,0.009769842959940434,0.003128777490928769
pick_diverse_bottles,21,0,5,0.009612711146473885,0.002872728044167161
pick_diverse_bottles,21,0,6,0.010077165439724922,0.0035950178280472755
pick_diverse_bottles,21,0,7,0.009639042429625988,0.003305130871012807
pick_diverse_bottles,21,0,8,0.010374343954026699,0.003461234038695693
pick_diverse_bottles,21,0,9,0.010349315591156483,0.002902721520513296
pick_diverse_bottles,21,0,10,0.010777893476188183,0.0030928985215723515
pick_diverse_bottles,21,0,11,0.011137834750115871,0.003713783575221896
pick_diverse_bottles,21,0,12,0.01098653580993414,0.003963585942983627
pick_diverse_bottles,21,0,13,0.011071739718317986,0.0038198893889784813
pick_diverse_bottles,21,0,14,0.010604235343635082,0.004286293871700764
pick_diverse_bottles,21,0,15,0.010127916932106018,0.0034623751416802406
pick_diverse_bottles,21,0,16,0.010955621488392353,0.0031601630616933107
pick_diverse_bottles,21,0,17,0.011270464397966862,0.00488210329785943
pick_diverse_bottles,21,0,18,0.01095125637948513,0.003339906223118305
pick_diverse_bottles,21,0,19,0.0114020686596632,0.004269005730748177
pick_diverse_bottles,21,0,20,0.011601690202951431,0.00384855130687356
pick_diverse_bottles,21,0,21,0.012082034721970558,0.003671086858958006
pick_diverse_bottles,21,0,22,0.011868427507579327,0.004285478964447975
pick_diverse_bottles,21,0,23,0.012810448184609413,0.004378222394734621
pick_diverse_bottles,21,0,24,0.013540651649236679,0.00417076051235199
pick_diverse_bottles,21,0,25,0.013255288824439049,0.00480415066704154
pick_diverse_bottles,21,0,26,0.01315298117697239,0.005035978276282549
pick_diverse_bottles,21,0,27,0.0139392651617527,0.0045816656202077866
pick_diverse_bottles,21,0,28,0.013902509585022926,0.004690656904131174
pick_diverse_bottles,21,0,29,0.013975195586681366,0.005424633622169495
pick_diverse_bottles,21,0,30,0.015149627812206745,0.004353557247668505
pick_diverse_bottles,21,0,31,0.014517480507493019,0.00502750463783741
pick_diverse_bottles,21,0,32,0.015068861655890942,0.004935027100145817
pick_diverse_bottles,21,0,33,0.015261712484061718,0.005589477717876434
pick_diverse_bottles,21,0,34,0.01591545157134533,0.006041855551302433
pick_diverse_bottles,21,0,35,0.016014790162444115,0.0063506062142550945
pick_diverse_bottles,21,0,36,0.016868581995368004,0.006961457896977663
pick_diverse_bottles,21,0,37,0.016619697213172913,0.006762765347957611
pick_diverse_bottles,21,0,38,0.017487362027168274,0.006702945102006197
pick_diverse_bottles,21,0,39,0.018735235556960106,0.007284501567482948
pick_diverse_bottles,21,0,40,0.019465403631329536,0.007737849839031696
pick_diverse_bottles,21,0,41,0.019994087517261505,0.008477248251438141
pick_diverse_bottles,21,0,42,0.02025669254362583,0.008926418609917164
pick_diverse_bottles,21,0,43,0.022450430318713188,0.0105462446808815
pick_diverse_bottles,21,0,44,0.023916330188512802,0.012162250466644764
pick_diverse_bottles,21,0,45,0.02645961567759514,0.012813104316592216
pick_diverse_bottles,21,0,46,0.030896808952093124,0.014484531246125698
pick_diverse_bottles,21,0,47,0.03752926364541054,0.019252290949225426
pick_diverse_bottles,21,0,48,0.05087653174996376,0.030289145186543465
pick_diverse_bottles,21,0,49,0.08497799187898636,0.0522775836288929
pick_diverse_bottles,21,0,50,0.05295618996024132,0.04404410719871521
pick_diverse_bottles,21,1,0,0.015305740758776665,0.0
pick_diverse_bottles,21,1,1,0.015236470848321915,0.003607820486649871
pick_diverse_bottles,21,1,2,0.015921700745821,0.0035311838146299124
pick_diverse_bottles,21,1,3,0.015472954139113426,0.0036726268008351326
pick_diverse_bottles,21,1,4,0.015305264852941036,0.00380523269996047
pick_diverse_bottles,21,1,5,0.01521636638790369,0.0030988024082034826
pick_diverse_bottles,21,1,6,0.016098450869321823,0.004065108951181173
pick_diverse_bottles,21,1,7,0.016189033165574074,0.004291005432605743
pick_diverse_bottles,21,1,8,0.01561787724494934,0.004059019032865763
pick_diverse_bottles,21,1,9,0.016028838232159615,0.003730524331331253
pick_diverse_bottles,21,1,10,0.01634681038558483,0.004361678846180439
pick_diverse_bottles,21,1,11,0.016991369426250458,0.0029203942976891994
pick_diverse_bottles,21,1,12,0.01707524061203003,0.0032366171944886446
pick_diverse_bottles,21,1,13,0.01670921966433525,0.0026490099262446165
pick_diverse_bottles,21,1,14,0.016731180250644684,0.003338511800393462
pick_diverse_bottles,21,1,15,0.016789276152849197,0.00378496409393847
pick_diverse_bottles,21,1,16,0.017489349469542503,0.004169071558862925
pick_diverse_bottles,21,1,17,0.01688571833074093,0.004663434345275164
pick_diverse_bottles,21,1,18,0.016806775704026222,0.003350166603922844
pick_diverse_bottles,21,1,19,0.017402732744812965,0.0036162142641842365
pick_diverse_bottles,21,1,20,0.01734105870127678,0.004097581375390291
pick_diverse_bottles,21,1,21,0.017131343483924866,0.0032494952902197838
pick_diverse_bottles,21,1,22,0.017238883301615715,0.0038391719572246075
pick_diverse_bottles,21,1,23,0.017438296228647232,0.004119434859603643
pick_diverse_bottles,21,1,24,0.018327707424759865,0.005199618637561798
pick_diverse_bottles,21,1,25,0.017607837915420532,0.003658380126580596
pick_diverse_bottles,21,1,26,0.0181004386395216,0.0045345197431743145
pick_diverse_bottles,21,1,27,0.01934823952615261,0.004187109414488077
pick_diverse_bottles,21,1,28,0.020113274455070496,0.003946315031498671
pick_diverse_bottles,21,1,29,0.019520681351423264,0.0047581493854522705
pick_diverse_bottles,21,1,30,0.020202837884426117,0.0044685788452625275
pick_diverse_bottles,21,1,31,0.020598771050572395,0.0051932502537965775
pick_diverse_bottles,21,1,32,0.020984942093491554,0.006068665534257889
pick_diverse_bottles,21,1,33,0.021803347393870354,0.005118233617395163
pick_diverse_bottles,21,1,34,0.022132208570837975,0.005405329167842865
pick_diverse_bottles,21,1,35,0.023399172350764275,0.006503236945718527
pick_diverse_bottles,21,1,36,0.023681914433836937,0.007412942126393318
pick_diverse_bottles,21,1,37,0.023363454267382622,0.006552059669047594
pick_diverse_bottles,21,1,38,0.025665000081062317,0.007406885735690594
pick_diverse_bottles,21,1,39,0.024308187887072563,0.007868890650570393
pick_diverse_bottles,21,1,40,0.02580186352133751,0.00862116925418377
pick_diverse_bottles,21,1,41,0.026197494938969612,0.009271134622395039
pick_diverse_bottles,21,1,42,0.02782299928367138,0.009044704958796501
pick_diverse_bottles,21,1,43,0.027379097416996956,0.011100404895842075
pick_diverse_bottles,21,1,44,0.031168347224593163,0.011122841387987137
pick_diverse_bottles,21,1,45,0.034424275159835815,0.014416586607694626
pick_diverse_bottles,21,1,46,0.0416574627161026,0.0165328998118639
pick_diverse_bottles,21,1,47,0.049174971878528595,0.020310070365667343
pick_diverse_bottles,21,1,48,0.0693415030837059,0.03354207053780556
pick_diverse_bottles,21,1,49,0.14487531781196594,0.07077669352293015
pick_diverse_bottles,21,1,50,0.11239103227853775,0.049502816051244736
