horizon_frame,method,independent_units,mean_equal_camera_rgb_mse,min_unit_rgb_mse,max_unit_rgb_mse
1,RTC,4,0.0231163528515025,0.0177077876093486,0.0298389988020062
1,FBFM,4,0.0237648043548688,0.0205619957608481,0.0299894316121935
2,RTC,4,0.0243661790542925,0.0217406819574534,0.0306674279272556
2,FBFM,4,0.0248934409270683,0.0214310105269153,0.0305762495845556
3,RTC,4,0.0284749959440281,0.0243429103866219,0.0332112675532698
3,FBFM,4,0.0287660324247553,0.0238031654929121,0.0337035271028677
4,RTC,4,0.0362429997573296,0.0314626966913541,0.0426972365627686
4,FBFM,4,0.0366062710915381,0.0314742897947629,0.0436898196736971
