task,stage,video_index,nominal_seed,actual_seed,success,video_size_bytes,source_status,result,client_log,server_log,video
click_alarmclock,stage1,7,10007,10007,true,54436,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/visualization/click_alarmclock/7_Use_the_left_arm_to_activate_the_smooth_black_alarm-clock's_button_True.mp4
click_alarmclock,stage1,8,10008,10008,true,47148,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/visualization/click_alarmclock/8_Use_the_left_arm_to_click_the_top_of_the_clock_with_white_dial_True.mp4
click_alarmclock,stage1,9,10009,10010,true,48907,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_alarmclock/client/stseed-10000/visualization/click_alarmclock/9_the_left_arm_presses_the_center_top_button_on_the_clock_with_black_hands_True.mp4
click_alarmclock,stage2,0,20000,20000,true,47085,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/0_Use_the_right_arm_to_press_the_black_alarm-clock_button_True.mp4
click_alarmclock,stage2,1,20001,20001,true,57468,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/1_Use_the_right_arm_to_activate_the_dark_blue_clock's_button_True.mp4
click_alarmclock,stage2,2,20002,20002,true,45724,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/2_Push_the_top_button_on_the_white-faced_alarm_clock_True.mp4
click_alarmclock,stage2,3,20003,20003,true,82662,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/3_Press_the_center_top_button_of_the_alarm_clock_with_green_stripe_True.mp4
click_alarmclock,stage2,4,20004,20004,true,52388,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/4_Use_the_right_arm_to_tap_the_dark_blue_clock's_top_center_button._True.mp4
click_alarmclock,stage2,5,20005,20005,true,53223,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/5_Push_the_top_button_on_the_smooth_black_alarm-clock_True.mp4
click_alarmclock,stage2,6,20006,20007,true,45223,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/6_Press_the_button_on_the_alarm-clock_with_rounded_edges's_top_side_True.mp4
click_alarmclock,stage2,7,20007,20008,true,41419,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/7_Press_the_top_button_in_the_black_alarm-clock's_center._True.mp4
click_alarmclock,stage2,8,20008,20010,true,59423,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/8_Press_the_alarm-clock_with_buttons_on_side's_top_button_using_the_left_arm_True.mp4
click_alarmclock,stage2,9,20009,20011,true,51417,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/metrics/click_alarmclock/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_alarmclock/client/stseed-20000/visualization/click_alarmclock/9_Press_the_top_middle_button_of_the_alarm-clock_with_buttons_on_side_True.mp4
click_bell,stage1,0,10000,10000,true,43253,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/0_Direct_the_left_arm_to_click_the_top_of_the_bell_with_circular_body._True.mp4
click_bell,stage1,1,10001,10001,true,44856,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/1_Use_the_left_arm_to_touch_the_bell_with_metallic_top_and_plastic_base's_top_center._True.mp4
click_bell,stage1,2,10002,10002,true,41750,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/2_Push_the_white_and_black_colored_bell's_<top_center>_on_the_table_True.mp4
click_bell,stage1,3,10003,10003,true,40992,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/3_Press_the_center_of_the_flat-topped_bell_using_the_left_arm._True.mp4
click_bell,stage1,4,10004,10004,true,38407,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/4_Press_down_the_top_of_the_white_dome_bell_using_the_left_arm._True.mp4
click_bell,stage1,5,10005,10005,true,39213,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/5_Use_the_left_arm_to_touch_the_white_bell_with_black_bottom's_top_center._True.mp4
click_bell,stage1,6,10006,10006,true,41502,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/6_Guide_the_left_arm_to_click_the_compact_tabletop_bell's_top_center._True.mp4
click_bell,stage1,7,10007,10007,true,44820,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/7_Direct_the_left_arm_to_click_the_top_of_the_white_bell_with_black_bottom._True.mp4
click_bell,stage1,8,10008,10008,true,36513,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/8_Direct_the_right_arm_to_click_the_top_of_the_compact_tabletop_bell._True.mp4
click_bell,stage1,9,10009,10009,true,38799,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/click_bell/client/stseed-10000/visualization/click_bell/9_Click_the_designated_center_of_the_blue_bell._True.mp4
click_bell,stage2,0,20000,20000,true,40869,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/0_Push_the_center_of_the_white_bell_using_the_right_arm._True.mp4
click_bell,stage2,1,20001,20001,true,41996,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/1_Press_down_the_blue_bell's_top_center_gently._True.mp4
click_bell,stage2,2,20002,20002,true,44982,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/2_Tap_the_bell_with_black_flat_base's_top_center_with_the_right_arm._True.mp4
click_bell,stage2,3,20003,20003,true,44799,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/3_Direct_the_left_arm_to_touch_the_bell_shaped_like_half-circle_dome's_top._True.mp4
click_bell,stage2,4,20004,20004,true,42263,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/4_Push_the_blue_bell's_<top_center>_on_the_table_True.mp4
click_bell,stage2,5,20005,20005,true,41800,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/5_Press_the_blue_dome-shaped_bell's_top_center_on_the_table._True.mp4
click_bell,stage2,6,20006,20006,true,49937,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/6_Make_the_right_arm_interact_with_the_rounded_bell_with_flat_black_part's_top_center._True.mp4
click_bell,stage2,7,20007,20007,true,37966,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/7_Press_the_small_blue_and_brown_bell's_top_center_with_the_right_arm_firmly._True.mp4
click_bell,stage2,8,20008,20008,true,33917,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/8_Press_the_center_top_of_the_blue_bell._True.mp4
click_bell,stage2,9,20009,20009,true,39326,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/metrics/click_bell/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_stage2_seed20000_10/tasks/click_bell/client/stseed-20000/visualization/click_bell/9_Press_the_top_center_of_the_bell_shaped_like_half-circle_dome_on_table._True.mp4
grab_roller,stage1,0,10000,10000,true,102239,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/metrics/grab_roller/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/visualization/grab_roller/0_Secure_the_roller_with_polished_surface_with_both_arms._True.mp4
grab_roller,stage1,1,10001,10001,true,85654,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/metrics/grab_roller/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/visualization/grab_roller/1_Grab_the_roller_shaped_like_cylinder_directly_from_the_table._True.mp4
grab_roller,stage1,2,10002,10002,true,94282,complete,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/metrics/grab_roller/res.json,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/client.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/logs/server.log,/home/oem/tmp_ws/FBFM/wam/lingbot-va/robotwin_outputs/rtc_short_le800_clean_10/tasks/grab_roller/client/stseed-10000/visualization/grab_roller/2_Lift_the_narrow_tapered_roller_from_the_table._True.mp4
